server_count,avg_cpu_util,storage_tb,downtime_tolerance,compliance_level,growth_rate,budget_sensitivity,strategy
255,77,62.773077915833056,14.372071433920826,1,23,1,Hybrid
315,19,2.2955248735166434,22.144327420036085,3,31,1,Lift-and-Shift
244,17,36.73167906138277,17.971719861393648,2,23,3,Lift-and-Shift
34,88,27.315747815169857,1.455349078447057,1,19,1,Hybrid
488,37,96.09808779827536,2.7823023787050696,3,14,3,Lift-and-Shift
202,34,20.11882533947385,15.936598072543227,3,40,1,Lift-and-Shift
290,81,42.10327542472428,2.97958327463016,3,36,2,Cloud-Native
350,68,70.55249120189988,10.53626227189872,1,10,1,Hybrid
286,61,50.964585270090204,15.951999203988512,3,38,2,Cloud-Native
482,55,90.34601209461945,13.4269115462853,2,23,2,Hybrid
396,65,82.78934252903535,8.101096621138709,1,36,3,Cloud-Native
114,58,76.8051137437942,22.264452680927448,2,23,2,Hybrid
234,60,1.0193671577052363,1.3145782023629324,2,38,1,Hybrid
270,27,99.34778894589938,7.593278867411369,2,14,1,Lift-and-Shift
443,50,3.1484357743023543,19.81558817750719,3,17,3,Hybrid
266,81,57.496152301626815,13.932878010986725,1,2,2,Hybrid
187,29,14.702411154164588,9.1264479861125,3,15,1,Hybrid
136,48,10.098607007251893,9.895258839227452,1,4,3,Hybrid
171,71,18.117346594775935,19.90407324304481,3,36,1,Hybrid
309,48,4.699788021654975,19.496017545779548,2,5,1,Hybrid
476,52,35.445090488340384,19.70282995109374,2,7,1,Hybrid
387,87,92.93666341254118,15.396346921245287,3,24,1,Hybrid
161,77,5.077042964192756,13.188348641808725,1,20,3,Cloud-Native
362,38,16.16655077786342,16.330428195685865,2,28,3,Cloud-Native
299,74,9.918212301928378,10.650488248541212,2,9,1,Hybrid
177,20,48.1096107853399,18.014903393825968,3,25,2,Hybrid
48,61,50.68048844497367,18.68489070907203,1,8,2,Hybrid
291,35,49.29824888062895,15.827838316010467,1,35,3,Cloud-Native
381,77,25.378338210204195,2.1836335380154948,2,20,3,Hybrid
478,83,9.869870164546787,16.286067506068783,2,23,2,Hybrid
102,51,35.10796604151902,15.902131658560487,2,10,2,Hybrid
320,66,62.69503347155473,10.850890465487705,1,12,3,Hybrid
196,29,76.01564447671315,20.53995741171121,1,3,1,Hybrid
490,89,92.7462398158016,20.91568026365676,2,0,2,Hybrid
360,24,31.20668695536326,11.57297213773862,2,13,3,Lift-and-Shift
280,37,21.176333934783912,12.796748214463486,2,35,2,Cloud-Native
323,28,69.81204322112178,16.20412367531754,2,37,3,Cloud-Native
274,15,26.290178111654857,1.912586165028201,1,39,2,Cloud-Native
32,69,65.82102930972331,0.6958531183380489,2,17,3,Hybrid
441,56,86.5639450824354,0.9483406124535632,3,24,1,Hybrid
199,75,97.68458204909557,2.840687228299628,2,31,3,Cloud-Native
277,21,19.45532135433438,12.265294337418654,2,35,3,Cloud-Native
16,15,25.491821835225377,12.941261050595317,2,31,2,Cloud-Native
386,30,2.8188503111243985,16.581316849365514,2,40,2,Cloud-Native
125,74,28.311949620972516,1.9572278760829591,2,24,1,Hybrid
488,81,94.96252541794769,5.801193394252226,2,25,3,Hybrid
75,21,73.25907672821361,12.736869335727643,3,39,3,Cloud-Native
356,39,42.316000311044746,13.963115994554796,2,19,3,Lift-and-Shift
173,67,54.68114136938334,5.358795954533719,1,37,3,Cloud-Native
355,35,86.39617849642674,7.761462309811294,3,33,1,Lift-and-Shift
225,28,65.96694354988607,13.77384075188737,1,20,1,Lift-and-Shift
290,78,94.91155485231138,3.282101331853699,2,9,3,Hybrid
20,50,88.13305811074902,10.229943652362454,2,19,2,Hybrid
386,45,16.04374852129579,4.916439652510944,1,11,1,Hybrid
395,88,62.07770404532103,14.731706014465633,3,14,3,Hybrid
123,39,69.05041063265773,8.942641361561956,3,30,1,Hybrid
262,87,47.40758633233526,15.764860997259957,1,24,2,Hybrid
247,27,17.214851171767133,5.817416911999839,2,0,2,Lift-and-Shift
491,62,23.032867025541506,16.27646854686529,1,13,1,Hybrid
95,66,86.84577126122173,12.013658115005294,2,29,1,Hybrid
223,61,77.84525719389916,14.786354011150426,2,20,2,Hybrid
318,83,59.786774337886115,12.842917495017906,3,2,3,Hybrid
60,67,46.23314197267592,21.127523727690978,1,33,3,Cloud-Native
207,15,56.21239403152754,12.628977052727764,3,3,1,Lift-and-Shift
154,66,40.40594925400137,7.657022473822606,2,29,1,Hybrid
221,47,61.70029364514536,1.7818466701648714,3,9,2,Hybrid
429,67,9.95363995836699,12.265458070930332,1,37,3,Cloud-Native
284,27,39.91360476570108,8.101331912695002,1,11,2,Lift-and-Shift
307,35,88.37229628871111,2.6192220403025575,2,10,3,Lift-and-Shift
380,25,10.027932810055676,17.09632768154787,3,23,1,Lift-and-Shift
273,59,72.96050974961811,23.416998502047072,3,10,2,Hybrid
286,58,5.346702263189638,4.515797055795343,2,36,3,Cloud-Native
446,29,17.050285540618265,3.8982732869935695,3,3,2,Lift-and-Shift
162,49,73.28601296316394,23.082703668527817,2,40,1,Hybrid
65,26,96.08295407207547,0.5830231169623701,2,0,2,Hybrid
259,73,54.80661480082572,0.6351378991277669,2,15,1,Hybrid
306,70,45.920109902359435,10.884070995196813,3,38,1,Hybrid
130,80,28.533180828070915,15.272932500410029,1,3,1,Hybrid
80,17,65.67441094333651,1.3629447178266827,1,36,3,Cloud-Native
157,52,92.11808512868409,1.6522370245967775,2,11,1,Hybrid
349,46,61.49788584881675,16.750570024895666,3,36,3,Cloud-Native
95,68,75.18414609370875,8.964433218462583,1,5,2,Hybrid
170,57,89.85544784750786,19.776221443639447,2,35,1,Hybrid
154,70,14.320033118727054,16.823556804627824,2,21,3,Hybrid
216,77,21.774691558533313,5.412698037052623,1,6,3,Hybrid
378,90,53.36571568795843,2.5602389191544055,3,38,3,Cloud-Native
152,64,61.27561608651279,7.937481124714098,3,36,3,Cloud-Native
186,26,61.81470810399055,12.165327748008712,3,40,2,Cloud-Native
257,33,88.48270444073654,5.968958527980715,2,12,1,Lift-and-Shift
65,13,47.02367780298451,19.22321500086229,3,13,3,Hybrid
217,62,5.503726773302504,8.716776044441492,3,13,1,Hybrid
332,35,69.31168909282269,6.478811771196083,1,19,2,Lift-and-Shift
264,80,33.06846009892394,0.6440846672293814,3,21,2,Hybrid
207,82,61.983340956651936,1.1842584725693246,1,12,2,Hybrid
431,53,92.30569675993041,11.75904442392164,2,2,3,Hybrid
74,71,16.383242578006147,11.324521504069644,3,21,2,Hybrid
406,62,92.851207699745,1.8165237018837386,3,19,3,Hybrid
376,50,55.96254362205163,0.9398831158441885,3,21,2,Hybrid
38,29,28.76554283673447,1.232569370195878,2,40,3,Cloud-Native
436,31,57.52718247445836,9.654807436491579,3,7,2,Lift-and-Shift
366,50,71.27416146644349,6.880189290090908,1,31,1,Hybrid
195,67,83.1162894228246,7.611774568105392,3,19,1,Hybrid
62,57,78.70945434050343,18.778074199328664,1,28,3,Cloud-Native
17,71,90.59062426168751,4.120827764048981,2,30,3,Cloud-Native
452,77,31.725512182547053,8.192441861088822,1,33,3,Cloud-Native
72,36,72.73249259307012,11.295157649430058,3,33,1,Hybrid
7,49,93.301397058062,16.645729772231835,3,5,2,Hybrid
244,15,11.20718011660272,18.505234345690386,3,19,1,Lift-and-Shift
300,49,64.24623435230123,5.431373641198044,1,12,2,Hybrid
146,78,32.59582925964834,10.866217134679966,1,17,1,Hybrid
85,45,12.331578996110064,23.020004280948687,3,32,1,Hybrid
110,79,35.681495654487605,7.984395428521366,1,18,3,Cloud-Native
130,31,8.053044250804021,14.911677762625462,2,34,2,Cloud-Native
30,26,3.870275934061564,21.72737157996114,1,6,2,Hybrid
32,21,43.22010877579271,4.70610034137907,3,37,3,Cloud-Native
433,67,62.01521843080823,7.84235530204925,1,34,1,Hybrid
477,69,57.21114092355767,2.6835300967246205,3,29,1,Hybrid
238,49,68.76331950573207,17.190073698852935,2,30,1,Hybrid
490,38,15.22844669408001,21.54897024853631,2,23,2,Lift-and-Shift
98,52,79.08909192844008,21.236491420357567,2,31,1,Hybrid
38,70,12.175818672721393,11.748324016773548,1,18,2,Hybrid
314,83,13.612006197027988,2.9189069422604175,3,6,2,Hybrid
289,19,79.45066301457356,13.019520799315787,2,37,2,Cloud-Native
127,89,25.125415043882672,4.236976805228408,2,24,1,Hybrid
179,36,81.57765478426163,14.38779967749111,2,36,2,Cloud-Native
283,40,18.135460150231513,16.23572210841267,3,36,2,Cloud-Native
63,85,60.01147386303496,8.14638521555484,1,28,1,Hybrid
162,61,7.891155848113141,3.0554988951195305,3,24,2,Hybrid
258,17,9.962767478403183,19.700289363149874,3,40,1,Lift-and-Shift
392,28,66.42725798318108,11.144898876432416,2,24,3,Lift-and-Shift
300,67,20.370995397571512,16.515644517686184,2,19,3,Hybrid
411,48,91.9316606327146,22.511897353202738,3,22,1,Hybrid
303,11,61.5375848610382,12.49496116488158,1,18,1,Lift-and-Shift
194,80,96.82205214544835,0.5198178815008836,3,22,1,Hybrid
445,46,86.70228404616779,6.028167505899921,3,37,2,Cloud-Native
325,50,71.46559151929745,10.041767380884128,2,34,1,Hybrid
344,32,48.012269882618014,4.92333069482749,2,23,2,Lift-and-Shift
83,46,99.74814825803662,16.246552925187387,1,0,1,Hybrid
336,12,15.255592759047325,21.294884036760635,3,27,1,Lift-and-Shift
48,27,64.58204705855414,10.272603457522315,2,38,2,Cloud-Native
324,33,45.985041561961744,10.466930087455925,2,24,2,Lift-and-Shift
120,33,43.05241387227738,0.6746048002060852,2,15,3,Hybrid
261,44,41.672943552806075,13.33490711856097,2,2,1,Hybrid
295,71,70.78337171293259,3.1593626859509656,2,5,1,Hybrid
378,77,98.37433071490909,23.616206874241545,2,29,3,Cloud-Native
45,76,89.1016323521509,2.578489242217955,2,40,3,Cloud-Native
344,19,68.72332789551525,13.17113449242196,3,19,3,Lift-and-Shift
32,53,53.96829289998252,0.753409903633721,2,32,2,Cloud-Native
298,52,42.68059460772975,23.073660608212442,2,18,1,Hybrid
23,86,75.19310265856245,17.58383528104429,3,16,1,Lift-and-Shift
327,70,58.23596761926147,13.962209893115364,3,18,3,Hybrid
324,13,29.394749782914353,2.438988920154431,3,4,2,Lift-and-Shift
134,26,61.96397825938628,6.967602198270498,2,0,3,Hybrid
62,87,18.28677091824276,14.406597948564066,1,28,2,Cloud-Native
418,32,26.86400620244624,16.968209505458198,2,11,3,Lift-and-Shift
446,14,34.94195153879444,2.483434444163905,1,38,1,Lift-and-Shift
433,73,75.52336839113363,10.204275098470173,2,15,3,Hybrid
230,31,21.874817998692254,17.757486107074293,2,3,3,Lift-and-Shift
140,24,6.199796502235822,11.404350808788111,2,19,2,Hybrid
387,78,24.132469859721343,16.562484026564533,2,30,2,Cloud-Native
79,77,87.15749584912284,0.7787814422444768,2,24,3,Hybrid
166,77,68.6047547804654,1.4639139532153398,3,40,2,Hybrid
494,65,61.43807123516618,15.823549219752538,2,21,2,Hybrid
141,22,26.279047971814755,14.22815559575046,2,15,3,Hybrid
349,85,77.27923134191067,12.71887956879329,3,11,2,Hybrid
285,11,67.60738411425903,20.04470324588471,1,26,1,Lift-and-Shift
273,23,68.86445567122308,8.760635865153995,3,18,2,Lift-and-Shift
103,14,3.3463468128466984,2.6606201405579206,3,13,3,Hybrid
331,25,71.09943547712072,3.319462079778907,3,8,2,Lift-and-Shift
341,82,80.5168065186544,4.842062484890507,1,11,2,Hybrid
155,69,66.38730679215509,2.279283128763302,2,17,2,Hybrid
359,51,26.47632294174013,18.847185516647478,2,3,2,Hybrid
203,52,99.59989814419899,6.568607236867648,2,11,2,Hybrid
40,72,97.9627760345492,5.215724187657939,2,11,3,Hybrid
256,23,15.243387434799837,18.564622097719155,1,39,3,Cloud-Native
59,66,71.82463145733348,2.927247224891417,1,4,3,Hybrid
377,42,77.94647936628999,0.940972637892076,2,9,3,Hybrid
332,10,93.35647862960195,16.118237157735003,2,9,3,Lift-and-Shift
173,60,57.889384920646776,12.611500569647049,2,30,2,Cloud-Native
211,18,54.472742984882274,0.5777229669240183,3,30,1,Hybrid
295,78,93.56917656338615,8.934580675034471,3,19,2,Hybrid
33,90,99.70456383320364,15.706248623361242,2,34,2,Cloud-Native
46,68,76.28485500726327,7.314028700613418,1,11,3,Hybrid
25,59,66.41267477653409,7.523453111598145,2,6,3,Hybrid
357,55,49.163850668083015,21.302532634665035,2,12,1,Hybrid
23,34,3.5110959429604036,23.915013651804756,1,31,2,Cloud-Native
37,79,64.69735613066968,12.24257756060057,2,1,1,Lift-and-Shift
178,17,34.4341418369865,17.443781744734505,2,7,1,Hybrid
418,76,46.378666110850034,16.434828850997242,3,9,3,Hybrid
301,39,92.55676536359871,1.3666251844413826,1,31,3,Cloud-Native
14,70,90.81070893916404,15.031743951710608,1,8,1,Lift-and-Shift
93,90,5.945841741275577,7.722427370305146,1,29,3,Cloud-Native
92,85,7.331803917603316,19.71055427937793,1,31,3,Cloud-Native
414,88,22.836679900049415,19.404657976791757,2,21,3,Hybrid
352,61,33.099259160156855,23.43255183157382,3,34,1,Hybrid
169,37,76.65856035435995,14.437503446459916,2,4,1,Hybrid
145,28,75.99745853319972,4.449195048682026,2,35,1,Hybrid
229,41,92.64187752914872,1.456424017505464,1,40,3,Cloud-Native
197,30,2.5474023005594764,11.943735658354916,1,0,1,Hybrid
479,21,70.96738359722363,14.452667298484636,2,26,3,Cloud-Native
418,70,69.54347475292049,5.344765136857066,3,17,3,Hybrid
235,62,24.686122133365807,4.601899995264727,3,2,3,Hybrid
97,73,61.59293194919458,2.5684980507120767,2,22,2,Hybrid
7,81,24.328261725592487,3.2614338337271107,3,6,3,Hybrid
190,79,51.246534904154665,11.409076166173705,3,13,2,Hybrid
32,34,12.155233113949622,4.00660929905793,2,31,1,Hybrid
86,15,6.348733818838168,9.058537123344959,1,27,2,Cloud-Native
176,88,80.71021378128141,18.322588489569494,1,6,3,Hybrid
31,78,18.412873213339708,18.95906242492074,2,32,1,Lift-and-Shift
41,40,72.41890497533431,14.428606563243282,2,26,1,Lift-and-Shift
387,51,23.776260324705785,3.0881223988839035,1,6,1,Hybrid
382,62,87.11874399181922,9.325011115126914,1,4,2,Hybrid
304,72,6.379596234548051,10.742828923509418,1,39,2,Cloud-Native
96,59,37.97502310949606,11.256894535689046,1,40,2,Cloud-Native
143,35,34.25324237789187,1.2542229947965393,3,3,2,Hybrid
74,24,85.31348528778474,11.276604736806899,1,21,1,Hybrid
458,47,60.75996230186539,19.054353678019993,3,39,1,Hybrid
300,80,85.64539815292154,2.5321468090628025,3,31,1,Hybrid
307,70,83.86191359768456,7.060515640980307,3,27,3,Cloud-Native
451,41,25.53531294615789,10.704844918977285,1,37,1,Hybrid
472,83,89.9269276373288,10.31763855393473,1,2,2,Hybrid
380,74,4.328434885621565,12.981360567856754,2,6,2,Hybrid
258,40,9.226060869471791,18.197349256217034,3,26,1,Hybrid
72,55,30.283252393209754,15.719544663841754,1,1,2,Hybrid
347,49,17.018480521642743,11.29314666361488,3,37,1,Hybrid
237,69,77.41166577282374,21.043677393523378,2,11,2,Hybrid
325,69,70.68630423923453,0.5320457497164025,3,4,2,Hybrid
462,52,53.5611123683952,7.4698645584933665,2,39,3,Cloud-Native
299,36,78.9814925699074,2.4025374768726326,2,3,3,Lift-and-Shift
489,56,88.90981268960755,3.1077137775677603,2,29,3,Cloud-Native
25,56,37.27686659508551,15.73205747180861,3,4,3,Hybrid
368,36,14.702174910485072,8.370847401081534,3,7,3,Lift-and-Shift
249,84,87.2420068752115,17.016824963913546,3,14,2,Hybrid
185,44,50.853031242955076,10.438834440059328,1,4,2,Hybrid
181,67,49.13646360966235,12.877041079064128,1,30,3,Cloud-Native
277,78,90.04566863875218,11.121491991671583,2,4,1,Hybrid
461,68,9.643566265231884,9.681038816286083,1,18,1,Hybrid
60,31,28.318330884653577,16.881429605014024,2,9,1,Hybrid
271,90,3.246336586950529,10.288611481227004,3,34,1,Hybrid
247,54,42.59286732928562,17.83616723232034,1,18,1,Hybrid
37,12,87.30757637617678,5.95970949248423,3,21,2,Hybrid
301,53,65.92028966515564,18.99037252864391,2,37,3,Cloud-Native
361,77,84.34887916817071,10.963523136549938,2,36,1,Hybrid
464,49,18.00197541816162,6.610175254414793,2,23,2,Hybrid
399,16,15.685495204917851,7.182977793472062,1,39,1,Lift-and-Shift
369,78,29.23941163752801,23.370343097455386,3,9,1,Hybrid
126,24,5.073994192358328,7.9407071881096165,1,28,2,Cloud-Native
194,33,21.310380829023092,17.117657958084298,3,20,2,Hybrid
80,57,45.39448058193022,23.42344345391574,3,19,1,Hybrid
476,13,41.051670791028606,12.23629752218855,1,29,2,Cloud-Native
84,10,97.0448661678359,13.334421317477705,3,21,3,Hybrid
366,47,47.91715669409758,7.310938792569417,3,9,3,Hybrid
378,66,34.52975855935775,3.1394171393927346,2,2,1,Hybrid
352,80,12.570733685047456,1.0826964783542072,3,14,2,Hybrid
187,21,33.31028049773223,14.791553427061789,1,37,3,Cloud-Native
118,45,20.375851670148343,2.464354434256917,2,5,3,Hybrid
206,34,49.55607066644745,14.674539053584104,3,3,3,Lift-and-Shift
189,60,15.646647899451947,20.56439564413988,2,24,2,Hybrid
11,46,35.14710110265127,7.740005597262123,2,35,1,Hybrid
115,66,74.41123997619091,10.266829724510083,2,18,1,Hybrid
417,64,73.13194603284042,10.233554011433126,3,38,1,Hybrid
78,36,31.019882716139396,23.72698705559117,3,21,1,Hybrid
482,85,75.85529130102297,2.5785345483984288,2,40,2,Cloud-Native
217,32,56.02557065151539,17.190804659173143,1,12,1,Lift-and-Shift
431,58,29.65685348833222,12.0287620238399,2,37,2,Cloud-Native
257,81,74.24574628384211,5.776225206484944,1,9,2,Hybrid
158,70,13.293515508826696,16.14896635322372,2,26,1,Hybrid
256,41,3.8158159018763183,18.47088136162311,2,4,3,Hybrid
386,56,58.525511239231406,13.791002856549694,2,40,3,Cloud-Native
248,25,37.94701938137457,17.724495858093324,1,16,1,Lift-and-Shift
302,17,15.467574951413495,11.334533245417889,3,8,2,Lift-and-Shift
88,16,27.99436501231179,10.358579121170994,2,3,2,Hybrid
154,77,64.25570600252885,2.3054269930412055,1,40,1,Hybrid
396,22,60.277486313210595,4.4276941364797935,2,20,3,Lift-and-Shift
414,48,27.874438389084695,16.90223653373231,2,6,3,Hybrid
301,55,82.50816686621333,0.8030951002114395,3,18,2,Hybrid
403,72,41.787455943904774,22.14132337200282,1,6,1,Hybrid
84,74,22.890236670715964,4.92779444668448,3,39,3,Cloud-Native
430,77,84.76090521870158,17.244857497149344,3,7,2,Hybrid
240,19,12.539999433350777,3.5839556843051987,1,30,2,Cloud-Native
164,56,14.762384212664003,10.88554083115287,3,33,2,Cloud-Native
93,48,3.8471941851195752,19.64249154766669,1,8,3,Hybrid
77,39,31.435404042967207,5.4312636521468205,1,27,3,Cloud-Native
395,24,8.695794454677651,18.705269238948745,2,2,1,Lift-and-Shift
60,14,79.51246298342268,12.566761023846567,1,30,1,Hybrid
470,42,5.284868110407058,7.588676427962488,1,6,1,Hybrid
476,87,21.334717468713972,21.677609378103718,1,22,1,Hybrid
51,28,84.74029072279932,22.633357018368898,3,22,2,Hybrid
87,74,78.29941147660355,14.904476077726699,3,36,1,Hybrid
55,84,76.56115926343536,12.927710399772634,3,12,2,Hybrid
92,78,1.4285639404089001,17.54570978372629,1,32,3,Cloud-Native
248,56,70.11515777072813,4.850455804408691,3,6,1,Hybrid
432,55,98.14881129996397,10.466158412660947,3,14,2,Hybrid
62,50,13.237924844952428,3.0924297885119763,1,31,2,Cloud-Native
365,46,56.15608016022683,1.4543012338342267,2,31,1,Hybrid
202,46,46.237630884636644,17.800098913402575,3,28,1,Hybrid
288,62,29.768343176776686,20.60109317345246,1,4,2,Hybrid
485,57,18.750431055320785,23.96999815361749,2,6,2,Hybrid
229,76,66.19627806525936,2.4976388871790416,1,25,2,Hybrid
360,85,97.77951463364433,17.923655750187653,1,4,2,Hybrid
106,53,20.826086222388756,20.334693273756958,2,7,1,Hybrid
434,64,72.7948495329313,7.045180808553096,3,37,3,Cloud-Native
144,61,36.253633380731955,16.16690973694911,2,31,3,Cloud-Native
147,28,77.03195600218206,3.0388616984446823,2,31,2,Cloud-Native
123,90,94.29789745305649,1.1985026809623802,3,3,1,Hybrid
260,13,97.23518249936754,9.491875094977932,3,20,1,Lift-and-Shift
160,89,62.70002925051025,18.364028929160202,3,33,2,Cloud-Native
410,69,20.99124369071967,16.05919098258486,2,32,2,Cloud-Native
282,53,81.13867814173966,13.202431193333645,1,2,2,Hybrid
455,25,38.979357798110215,7.8921411487649795,2,28,2,Cloud-Native
23,14,18.510048129483962,15.996159134197804,2,10,2,Hybrid
225,27,31.933507858638432,9.643391534352233,1,36,3,Cloud-Native
256,80,68.85204254388694,13.946940485691515,2,35,1,Hybrid
264,17,39.74709714260479,12.125241565626563,2,39,3,Cloud-Native
185,46,32.727795564241504,1.161454184918778,1,8,2,Hybrid
183,84,3.663084423200841,21.446557925575192,2,24,1,Hybrid
224,54,99.20260674788982,10.180345660111513,1,15,1,Hybrid
125,49,59.66063501245701,21.894141939787527,1,19,1,Hybrid
177,31,2.9514870293681583,8.163745689230963,2,27,3,Cloud-Native
268,63,27.395269639937762,16.85502419276496,3,1,2,Hybrid
198,83,39.63977824836756,13.954658152882404,2,6,3,Hybrid
350,36,34.260778786066226,12.315060280779328,3,21,1,Lift-and-Shift
319,48,36.97009623030832,10.745791608403085,2,40,1,Hybrid
435,78,22.19393038338572,6.731144842632016,2,36,2,Cloud-Native
416,38,62.832656715407325,23.011614990688926,3,37,1,Lift-and-Shift
308,53,28.063128252772298,13.811064927487546,3,30,2,Cloud-Native
112,54,79.7695231854133,15.81111511854727,2,32,2,Cloud-Native
226,79,32.02194366460756,10.236384890631381,2,39,3,Cloud-Native
237,80,18.879484237795772,0.9371780697579115,3,33,1,Hybrid
300,73,22.082327696828653,23.109751253290757,3,29,2,Cloud-Native
484,78,81.08441439142679,20.540204231249543,2,36,3,Cloud-Native
325,17,52.70468898761388,9.060454725238957,1,15,1,Lift-and-Shift
387,48,84.5680775873623,10.141116168263178,1,40,1,Hybrid
438,62,27.42654110154032,7.24554802985491,1,16,3,Cloud-Native
312,40,41.180727985574734,3.168626550764686,1,1,1,Hybrid
413,49,46.95181039015094,13.655887747521609,2,27,3,Cloud-Native
468,14,20.997060364309625,6.908731141732034,1,16,2,Lift-and-Shift
342,80,18.422536967583653,20.534243911448574,3,31,1,Hybrid
33,20,32.07657264589052,7.502510613788194,1,26,2,Cloud-Native
348,21,40.2926100073237,20.235546130832354,1,15,1,Lift-and-Shift
297,74,93.36060929256392,12.766002633490432,3,33,2,Cloud-Native
259,21,24.56960866885118,3.3735055861621013,2,21,3,Lift-and-Shift
382,59,80.77831918812579,17.983035892580038,2,13,1,Hybrid
59,32,22.19675518589037,6.951862356272876,2,16,3,Hybrid
33,72,53.81352706324899,16.941016612907543,1,20,3,Cloud-Native
221,70,68.59110630592943,23.137910489192183,1,23,2,Hybrid
371,57,82.31517125300294,0.9952439454707726,3,2,3,Hybrid
344,16,69.37756307295167,19.036863701660682,1,16,3,Cloud-Native
201,49,64.25595680542199,16.9644948469631,3,7,3,Hybrid
448,40,85.90706677584258,9.629068849122921,2,16,2,Hybrid
51,40,30.444867333980365,20.69629332736729,1,28,3,Cloud-Native
167,62,79.1424225520662,6.939858353595792,1,31,2,Cloud-Native
382,62,92.72322476115214,8.318972046364628,2,6,1,Hybrid
362,43,51.12711687810984,8.768624144721459,3,35,3,Cloud-Native
172,68,69.82579984298152,18.406422963174595,3,11,3,Hybrid
232,27,1.3045045783037117,5.2017699760568314,2,20,3,Lift-and-Shift
47,24,16.624421504965067,12.634598439699056,3,8,3,Hybrid
356,62,79.47158719601038,8.005879537090753,2,8,2,Hybrid
93,85,82.85009232484148,19.288923696594217,1,5,2,Hybrid
193,33,39.955923860986616,9.367020668102748,3,14,1,Hybrid
490,12,92.38812283645919,15.707007198647215,3,14,1,Lift-and-Shift
241,35,26.91653338391225,20.51802547250513,1,25,3,Cloud-Native
224,86,26.755620217143505,2.5929397829903085,2,10,3,Hybrid
65,11,72.1397589598442,10.726230279907165,2,31,1,Hybrid
119,36,19.863872361624082,20.755513020718038,2,18,3,Hybrid
258,58,13.88973379656337,20.623936599904592,3,13,2,Hybrid
377,34,42.414768121068306,10.100316395036078,1,1,2,Lift-and-Shift
139,40,62.15034376566627,21.822213521864057,2,37,3,Cloud-Native
336,68,9.48812871442514,11.518717789130775,2,25,3,Hybrid
113,59,71.13686349917802,17.7984464767136,2,4,1,Hybrid
290,17,6.159148551176415,22.380018275370997,2,22,3,Lift-and-Shift
485,86,71.24703057911948,19.531544339429804,1,16,3,Cloud-Native
322,58,30.948228208533394,9.775375137289295,2,8,3,Hybrid
26,84,18.757850093907663,4.491862716809272,2,21,2,Hybrid
72,21,32.4144212925084,12.964959320976188,1,16,1,Hybrid
165,15,97.87314359589872,12.231449510786454,2,23,2,Hybrid
149,43,61.68022549248731,18.39675209505742,2,33,2,Cloud-Native
228,31,32.23874902688007,23.87227904830096,1,35,3,Cloud-Native
330,66,6.268996638827582,3.9925889654631037,1,11,1,Hybrid
245,43,17.191940724032538,11.47762173605041,1,31,1,Hybrid
231,55,98.89303978677007,13.680081232653473,2,31,1,Hybrid
438,28,13.241769169351645,2.6990801378171287,2,11,1,Hybrid
388,75,82.43460389231416,13.73631364804522,3,37,1,Hybrid
303,10,53.075525253399576,13.913513561661302,2,4,1,Lift-and-Shift
398,73,68.0139430935399,21.35314090343906,1,18,3,Cloud-Native
353,25,40.022810473906034,14.37295469891271,1,20,1,Lift-and-Shift
19,20,46.563084864908625,17.131106276058954,2,29,3,Cloud-Native
494,44,59.826221675743334,0.6364259775097109,1,39,2,Cloud-Native
171,82,13.802699639836831,20.787052829891685,3,18,2,Hybrid
413,17,74.63619925082985,13.358171212447095,3,24,1,Lift-and-Shift
209,42,18.623069277166813,23.178658780571972,2,5,1,Hybrid
441,36,17.131127703650197,18.818074810924465,2,9,1,Lift-and-Shift
157,72,80.30894169810028,17.79339818246141,2,38,1,Hybrid
188,22,83.37323455794323,12.547350802995075,2,28,2,Cloud-Native
248,44,56.742650616420306,10.442158640326747,2,23,3,Hybrid
100,65,63.43793939184913,2.684265333788805,3,21,2,Hybrid
351,38,65.11345111532074,17.270433851660325,2,33,3,Cloud-Native
336,77,9.31304008349477,11.503150535954942,1,30,2,Cloud-Native
81,26,68.74707979252531,7.559603339255913,1,33,2,Cloud-Native
156,82,5.725099165353461,2.298514213834683,1,32,1,Hybrid
266,64,41.88892104740405,11.419427562729258,3,36,2,Cloud-Native
186,42,58.97122059088339,18.563199164948966,1,7,3,Hybrid
343,69,18.775667390462246,4.781891162010883,2,2,1,Hybrid
218,48,32.08068922261617,17.51622509354693,3,28,3,Cloud-Native
418,43,34.79210361618728,22.075630280946218,1,13,1,Hybrid
45,87,26.672449605837183,16.325105916699545,2,34,1,Lift-and-Shift
7,60,12.55114777622487,4.535780753279647,2,29,3,Cloud-Native
212,87,72.86522907901947,7.61579957630288,3,23,3,Hybrid
349,60,80.65943276109553,2.5594255696207493,1,0,1,Hybrid
62,12,69.90721175135312,4.923195929726828,1,13,2,Hybrid
337,28,65.32424277764738,10.741029134311585,3,34,1,Lift-and-Shift
49,48,77.20239349364586,3.981892698546823,2,1,1,Hybrid
90,29,74.13933699248143,10.963749789825613,2,30,1,Hybrid
445,67,58.93740066901099,5.231452870581581,3,25,1,Hybrid
175,11,11.163688647825843,20.419293956888325,2,26,2,Cloud-Native
382,84,59.98811550719123,13.526156343349214,2,2,2,Hybrid
209,72,51.82221642518705,17.528433351741278,3,31,1,Hybrid
370,17,53.30257208558131,10.417106867175391,2,35,1,Lift-and-Shift
